target	type	state	attack_type_messy	date_messy	url	year_clean
"
City of Lexington, Fayette County
"	Government	Kentucky	"
Hack, Data Breach
"	"
October 9th, 2020
"	https://www.wtvq.com/2020/10/09/breach-of-city-contractor-e-mail-put-some-city-workers-info-at-risk/	2020
"
Kentucky Employees' Health Plan, State of Kentucky

"	Government	Kentucky	"
Other, Data Breach

"	"
June 4th, 2020
"	https://www.govtech.com/security/Two-Data-Breaches-Hit-Kentucky-Employees-Health-Plan.html	2020
"
City of Paducah, McCracken County
"	Government	Kentucky	"
Hacking, Malware
"	"
February 3rd, 2020
"	https://www.wpsdlocal6.com/news/city-of-paducah-reports-unauthorized-intrusion-of-computer-servers/article_4ee75e94-469f-11ea-905d-abd46adfa02a.html	2020
" 
Park DuValle Community Health Center, Jefferson County 
"	Government	Kentucky	"
Unknown Ransomware 
"	" 
July 25th, 2019 
"	https://www.wdrb.com/in-depth/park-duvalle-health-center-pays-ransom-for-patient-records-in/article_68416546-af0b-11e9-ba4d-0bd49b023c3e.html	2019
 Louisville Regional Airport Authority, Jefferson County 	Government	Kentucky	Ransomware 	 May 21st, 2019 	https://www.wdrb.com/news/louisville-regional-airport-authority-hit-by-ransomware-attack/article_3bb91a98-7b2e-11e9-8299-bf6488cd8e45.html	2019
 Daviess County Library, Daviess County 	Government	Kentucky	Hacking, Ransomware 	 April 29th, 2019 	http://www.14news.com/2019/04/29/malware-attack-daviess-co-library/	2019
Kentucky Finance and Administration Cabinet's Department of Revenue 	Government	Kentucky	Phishing, Other	September 21st, 2018 	https://www.courier-journal.com/story/news/politics/2018/09/21/hack-attack-compromised-some-kentucky-state-email-accounts/1352421002/	2018
City of Glenview	Government	Kentucky	Hack	November 16th, 2017	http://www.wave3.com/story/36865769/city-website-compromised-by-hackers-claiming-to-be-isis	2017
"
UK HealthCare, Fayette County
"	Medical	Kentucky	"
Unknown, Data Breach
"	"
September 9th, 2020
"	https://www.msn.com/en-us/news/technology/some-uk-healthcare-donor-patient-data-may-have-been-accessed-in-blackbaud-breach/ar-BB18PAxx?ocid=uxbndlbing	2020
 Hardin Memorial Hospital, Hardin County 	Medical	Kentucky	Hacking, Malware/Other 	 April 6th, 2019	http://www.wave3.com/2019/04/07/hardin-memorial-hospital-issues-statement-information-technology-disturbance/	2019
Appalachian Regional Hospital	Medical	Kentucky	Hack	August 27th, 2016	http://www.register-herald.com/news/arh-computers-breached/article_5159665b-7786-523b-b233-c3524259b538.html	2016
Kentucky State Health Insurance Website	Medical	Kentucky	Other (vulnerabilities discovered)	April 7th, 2016	https://apnews.com/e2e71ffb2af140b18d41f6fd4f7089b3/security-flaws-found-3-state-health-insurance-websites	2016
Methodist Hospital, Henderson	Medical	Kentucky	Ransomware	March 18th, 2016	http://www.wbtv.com/story/31514253/fbi-investigating-cyber-attack-at-methodist-hospital-in-henderson	2016
"
Kentucky Wesleyan College, Daviess County
"	Education	Kentucky	"
Unknown, Data Breach
"	"
March 22nd, 2021
"	https://www.databreaches.net/kentucky-wesleyan-college-notice-of-data-security-incident-should-the-ftc-investigate/	2021
"
University of Kentucky, Fayette County
"	Education	Kentucky	"
Unknown, Malware
"	"
March 9th, 2020
"	https://www.infosecurity-magazine.com/news/university-of-kentucky-cyberattack/	2020
 Hopkins County Schools, Hopkins Schools 	Education	Kentucky	Hacking, Data Breach 	 June 10th, 2019 	https://www.the-messenger.com/news/local/article_be9a823f-e7f8-59c8-8668-16289301d8e3.html	2019
 Scott County Schools, Scott County 	Education	Kentucky	Phishing, Other 	 April 24th, 2019 	https://www.wkyt.com/content/news/Scott-County-Schools-victim-of-37-million-scam-509017341.html	2019
 Bardstown City School District, Nelson County 	Education	Kentucky	Phishing, Other 	 April 16th, 2019 	http://nelsoncountygazette.com/?p=39662	2019
University of Louisville, Jefferson County	Education	Kentucky	Hacking, Data Breach	September 11th, 2018	https://www.louisvillecardinal.com/2018/09/brief-uofl-faculty-and-staff-facing-data-breach/	2018
"
Lafourche Parish Sheriff's Office, Lafourche Parish
"	Safety	Louisiana	"
Phishing, Other
"	"
March 19th, 2021
"	https://www.wdsu.com/article/wdsu-investigates-lafourche-parish-so-victimized-by-cyber-hack-dollar300000-stolen/35890516#	2021
"
Covington Police, Fire, and City, St. Tammany Parish
"	Safety	Louisiana	"
Hacking, DDoS
"	"
March 11th, 2021
"	https://www.wwltv.com/article/news/local/northshore/covington-police-fire-and-city-computer-systems-down-after-hack/289-5b809322-8576-4981-94b7-9011e34e11e1	2021
" 
Louisiana State Government, State of Louisiana 
"	Safety	Louisiana	"
Unknown, Ransomware 
"	" 
November 18th, 2019 
"	https://www.theadvocate.com/baton_rouge/news/politics/legislature/article_f1fe1cdc-0a2f-11ea-a0ac-dfef52b2b2af.html	2019
"
East Baton Rouge Sheriff’s Office, East Baton Rouge Parish
"	Safety	Louisiana	"
Hacking, Other (Website Defacement)
"	"
September 4th, 2019 
"	https://www.theadvocate.com/baton_rouge/news/crime_police/article_adc19452-cf0d-11e9-9f91-8f430053ee7b.html?utm_content=bufferef2e1&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer	2019
Lafayette Parish Sheriff's Office	Safety	Louisiana	Virus	October 19th, 2017	https://kadn.com/lafayette-sheriffs-office-recovering-from-computer-virus/	2017
Virus Hits Iberia Parish Sheriff’s Office	Safety	Louisiana	Ransomware	August 4th, 2017	http://www.klfy.com/news/iberia-parish-sheriffs-office-computer-system-attacked-by-ransomware-virus/872600744	2017
Ouachita Parish Public Library Recovering From Malware Attack	Government	Louisiana	"
Unknown, Malware
"	"
June 16th, 2021
"	https://www.knoe.com/2021/06/17/ouachita-parish-public-library-recovering-malware-attack/	2021
"
US Criminal Court Hit by Conti Ransomware; Critical Data at Risk
"	Government	Louisiana	"
Unknown, Ransomware
"	"
September 11th, 2020
"	https://www.hackread.com/us-criminal-court-hit-by-conti-ransomware/	2020
"
Orleans Parish Assessor's Office, Orleans Parish
"	Government	Louisiana	"
Unknown, Ransomware
"	"
April 17th, 2020
"	https://www.nola.com/news/politics/article_9dd4e166-80d3-11ea-95d8-776502f18b95.html	2020
"
City of New Orleans, Orleans Parish
"	Government	Louisiana	"
Unknown, Ransomware
"	"
December 13th, 2019
"	https://www.nola.com/news/politics/article_b464929e-1ded-11ea-bda4-b7df5c1c58c0.html	2019
" 
City of New Iberia, Iberia Parish 
"	Government	Louisiana	"
Unknown, Ransomware 
"	" 
November 20th, 2019 
"	https://www.iberianet.com/breaking_news/new-iberia-network-hit-with-virus/article_739fc014-0bd5-11ea-82ec-cf0621e743a1.html	2019
"
St. James Parish Government, St. James Parish
"	Government	Louisiana	"
Unknown, Ransomware
"	"
November 6th, 2019
"	https://www.fox8live.com/2019/11/07/st-james-parish-operations-disrupted-following-cyber-attack/	2019
"
Town of Winnsboro (Utility Billing System), Franklin Parish
"	Government	Louisiana	"
Unknown, Malware 
"	"
March 13th, 2018
"	http://www.hannapub.com/franklinsun/winnsboro-utility-billing-system-attacked-by-malware/article_b28ea0f4-4508-11e9-a544-e3d982ed529e.html	2018
City of Lake Charles, Calcasieu County	Government	Louisiana	Phishing, Other	December 28th, 2018	http://www.kplctv.com/2018/12/28/city-lake-charles-reports-security-breach-its-information-technology-systems/	2018
Bossier City Water Bill Pay System, Bossier Parish	Government	Louisiana	Other/Vulnerability, Data Breach	August 16th, 2018	https://www.arklatexhomepage.com/news/local-news/bossier-city-shuts-downs-online-water-bill-payment-system-over-possible-data-breach/1375565494	2018
Securities and Exchange Commission	Government	Louisiana	Phishing	October 11th, 2017	https://www.cyberscoop.com/cybercriminals-hijacked-government-server-send-sophisticated-malware-u-s-companies/	2017
Baton Rouge municipality & Louisiana State Government	Government	Louisiana	Hack	July 11th, 2016	http://www.vocativ.com/338863/anonymous-claims-it-hacked-louisiana-government-websites/	2016
Louisiana DMV	Government	Louisiana	Hack	June 16th, 2016	https://www.deepdotweb.com/2016/06/17/louisiana-dmv-hacked-data-sale-dark-net/	2016
"
Pan American Life, Orleans Parish
"	Medical	Louisiana	"
Hacking, Data Breach
"	"
March 11th, 2021
"	https://www.nola.com/news/business/article_96ef7be8-82b9-11eb-b7ef-57653cd4a7ac.html	2021
"
LSU Health New Orleans, Orleans Parish
"	Medical	Louisiana	"
Phishing, Data Breach
"	"
November 20th, 2020
"	https://www.kadn.com/content/news/Cyber-Breach-at-LSU-Health--573145521.html	2020
"
Our Lady of the Lake Regional Medical Center (OLOL Foundation), East Baton Rouge Parish
"	Medical	Louisiana	"
Unknown, Ransomware
"	"
August 21st, 2020
"	https://www.theadvocate.com/baton_rouge/news/business/article_6542973e-e3f3-11ea-b577-571f3d887e49.html	2020
"
Baton Rouge Clinic, East Baton Rouge Parish
"	Medical	Louisiana	" 
Unknown, Malware
"	" 
July 11th, 2020
"	https://www.brproud.com/news/baton-rouge-clinic-amc-hit-by-cyber-attack/	2020
"
Magnolia Pediatrics, Ascension Parish
"	Medical	Louisiana	"
Other, Ransomware
"	"
October 10th, 2019
"	https://www.theadvocate.com/baton_rouge/news/communities/ascension/article_b6194b7a-eba2-11e9-a388-5b6eedc7c596.html	2019
" 
Imperial Health, Calcasieu Parish 
"	Medical	Louisiana	"
Unknown, Ransomware 
"	" 
August 2nd, 2019 
"	https://www.hipaajournal.com/imperial-health-ransomware-attack-impacts-more-than-111000-patients/	2019
Louisiana Health Cooperative Inc. & Rehabilitation	Medical	Louisiana	Ransomware	December 15th, 2016	https://healthitsecurity.com/news/quest-diagnostics-data-breach-affects-34k-patients	2016
Summit Reinsurance Services, Inc.	Medical	Louisiana	Ransomware	October 24th, 2016	http://mylahc.org/Images/Interior/2016-10-27%20-%20summitre%20security%20incident%20notification%20(original).pdf	2016
"
Avoyelles Parish School District, Avoyelles Parish
"	Education	Louisiana	"
Unknown, Ransomware
"	"
October 1, 2020
"	https://www.kalb.com/2020/10/02/cyber-incident-affects-avoyelles-parish-school-district/	2020
"
Morris Jeff Community School, Orleans Parish
"	Education	Louisiana	"
Unknown, Malware
"	"
August 1st, 2019
"	https://www.radio.com/wwl/articles/morris-jeff-school-experiences-cyber-intrusion	2019
"
Jefferson Parish Schools, Jefferson Parish
"	Education	Louisiana	"
Unknown, Data Breach
"	"
August 18th, 2020
"	https://www.nola.com/news/education/article_2daf1d76-e194-11ea-ada1-634645bb8f57.html	2020
"
ITI Technical College, East Baton Rouge Parish
"	Education	Louisiana	"
Unknown, Ransomware
"	"
February 4th, 2020
"	https://www.theadvocate.com/baton_rouge/news/politics/article_07a542b2-47ad-11ea-aaa6-8318e6523d05.html	2020
"
St. Landry Parish School System, St. Landry Parish
"	Education	Louisiana	"
Unknown, Malware
"	"
January 16th, 2020
"	https://www.klfy.com/local/cyber-attack-on-st-landry-parish-school-system-under-investigation/	2020
"
Baton Rouge Community College, East Baton Rouge Parish
"	Education	Louisiana	"
Unknown, Ransomware
"	"
December 12th, 2019
"	https://www.govtech.com/security/Louisiana-Community-College-System-Hit-with-Ransomware.html	2019
" 
Tangipahoa Parish School System, Tangipahoa Parish 
"	Education	Louisiana	"
Unknown, Malware 
"	" 
July 29th, 2019 
"	https://www.securitymagazine.com/articles/90612-tangipahoa-schools-in-la-discover-possible-cybersecurity-breach	2019
" 
Sabine Parish School District, Sabine Parish 
"	Education	Louisiana	"
Unknown, Malware 
"	" 
July 25th, 2019 
"	https://www.databreaches.net/gov-edwards-activates-state-resources-to-assist-with-ongoing-cybersecurity-incident/	2019
 Monroe City School District, Ouachita Parish 	Education	Louisiana	Unknown, Malware 	 July 16th, 2019 	https://www.knoe.com/content/news/Monroe-City-School-Board-addresses-computer-system-debacle-at-board-meeting-512807121.html	2019
Caddo Parish School Board, Caddo Parish	Education	Louisiana	Phishing, Other	January 19th, 2019	http://www.ksla.com/2019/01/09/nearly-million-stolen-caddo-parish-school-board/	2019
Iberia and St. Martin Parish School Board Websites	Education	Louisiana	Hack	November 6th, 2017	http://www.katc.com/story/36771173/school-board-websites-hacked-by-pro-isis-group	2017
Hackers Threaten to Dump Presque Isle Police Files on Dark Web	Safety	Maine	"
Unknown, Ransomware
"	"
April 28th, 2021
"	https://bangordailynews.com/2021/04/27/news/aroostook/presque-isle-police-server-hacked-by-ransomware/	2021
"
Maine Information and Analysis Center, Kennebec County
"	Safety	Maine	"
Hacking, Data Breach
"	"
June 26th, 2020
"	https://bangordailynews.com/2020/06/26/mainefocus/hundreds-of-records-hacked-from-maine-intelligence-agency/	2020
"
Town of Houlton Police Department, Aroostook County
"	Safety	Maine	"
Unknown, Ransomware
"	"
March 20th, 2020
"	https://www.databreaches.net/town-of-houlton-police-discloses-malware-attack-again/	2020
 City of Augusta 911, Kennebec County 	Safety	Maine	Unknown, Malware 	 April 18th, 2019 	https://www.sunjournal.com/2019/04/18/city-of-augusta-hit-by-computer-virus-city-center-closed/	2019
Lincoln County Police Pay Ransom	Safety	Maine	Ransomware	April 9th, 2015	http://bangordailynews.com/2015/04/09/news/midcoast/lincoln-county-paid-bitcoin-ransom-for-police-data-blocked-by-computer-virus/	2015
"
For the first time in Maine, a ransomware hacker attacked two public wastewater plants, Aroostook County 
"	Government	Maine	"
Unknown, Ransomware
"	"
August 18th, 2021
"	https://illinoisnewstoday.com/for-the-first-time-in-maine-a-ransomware-hacker-attacked-two-public-wastewater-plants/347467/	2021
Freeport Town Computer Network Back Up Following Ransomware Attack 	Government	Maine	"
Unknown, Ransomware
"	"
June 15th, 2021
"	https://www.pressherald.com/2021/06/15/freeport-town-computer-network-back-up-following-ransomware-attack/	2021
"
Four State Agencies: Maine Bureau of Corporations, Elections and Commissions, the Maine Bureau of Motor Vehicles, and the Maine State Archive
"	Government	Maine	"
Phishing, Ransomware
"	"
September 27th, 2019
"	https://statescoop.com/maine-officials-say-phishing-attack-did-not-compromise-data/	2019
Ashland Community Library	Government	Maine	Ransomware	April 23rd, 2018	https://thecounty.me/2018/04/23/news/ashland-library-an-falls-victim-to-computer-hacking/	2018
Rockport Town Office	Government	Maine	Ransomware	April 17th, 2018	http://www.penbaypilot.com/article/computer-virus-closes-rockport-town-office-wednesday-april-18-until-10-am/100614	2018
Waldo County	Government	Maine	Phishing	February 7th, 2018	https://www.pressherald.com/2018/02/07/data-breach-exposes-confidential-information-of-waldo-county-employees/	2018
Town of Topsham, Sagadahoc County	Government	Maine	Other, Ransomware	October 5th, 2017	https://www.topshammaine.com/vertical/sites/%7B95A28B10-4485-4BEC-B8FC-5E8BF056A147%7D/uploads/October_5_2017_Approved.pdf	2017
"
LifeFlight Foundation, Knox County
"	Medical	Maine	"
Unknown, Data Breach
"	"
September 1st, 2020
"	https://knox.villagesoup.com/p/lifeflight-foundation-affected-by-software-security-intrusion/1869294	2020
"
The Maine Cancer Foundation, Cumberland County
"	Medical	Maine	"
Unknown, Data Breach
"	"
August 1st, 2020
"	https://www.wabi.tv/2020/08/01/maine-cancer-foundation-announces-data-breach/	2020
"
Northern Light Health Foundation, Penobscot County
"	Medical	Maine	"
Unknown, Data Breach
"	"
August 14th, 2020
"	https://www.beckershospitalreview.com/cybersecurity/blackbaud-hack-exposes-info-of-657-392-maine-health-system-donors.html	2020
"
PSL Services, Cumberland County
"	Medical	Maine	"
Phishing, Data Breach
"	"
February 15th, 2020
"	https://www.databreaches.net/psl-services-in-maine-notifies-hhs-clients-after-discovering-employee-email-accounts-compromised/	2020
"
Spectrum Healthcare Partners, Cumberland County
"	Medical	Maine	"
Phishing, Data Breach
"	"
January 17th, 2020
"	https://www.beckershospitalreview.com/cybersecurity/spectrum-healthcare-warns-11-300-patients-of-phishing-attack.html	2020
